code,date,hour,total,value,temp,wspd,prcp,coco
Esch,2022-11-19,01:00,584,23.0,6.7,14.4,0.0,5.0
Esch,2022-11-20,01:00,798,16.0,6.2,18.0,0.0,7.0
Esch,2022-11-21,01:00,180,6.0,5.6,25.2,0.1,5.0
Esch,2022-11-22,01:00,160,9.0,6.1,18.0,0.0,7.0
Luxembourg,2022-11-22,01:00,98,5.0,6.1,18.0,0.0,7.0
Esch,2022-11-23,01:00,262,6.0,6.1,18.0,0.0,5.0
Luxembourg,2022-11-23,01:00,116,5.0,6.1,18.0,0.0,5.0
Esch,2022-11-24,01:00,204,6.0,6.5,14.4,0.3,5.0
Luxembourg,2022-11-24,01:00,160,7.0,6.5,14.4,0.3,5.0
Esch,2022-11-25,01:00,238,6.0,6.0,14.4,0.0,5.0
Luxembourg,2022-11-25,01:00,254,11.0,6.0,14.4,0.0,5.0
Esch,2022-11-26,01:00,626,23.0,5.2,14.4,0.0,5.0
Luxembourg,2022-11-26,01:00,530,21.0,5.2,14.4,0.0,5.0
Esch,2022-11-27,01:00,618,9.0,4.2,7.2,0.0,5.0
Luxembourg,2022-11-27,01:00,476,8.0,4.2,7.2,0.0,5.0
Esch,2022-11-28,01:00,150,21.0,4.7,10.8,0.0,7.0
Luxembourg,2022-11-28,01:00,80,10.0,4.7,10.8,0.0,7.0
Esch,2022-11-29,01:00,210,13.0,6.7,10.8,0.0,5.0
Luxembourg,2022-11-29,01:00,122,11.0,6.7,10.8,0.0,5.0
Esch,2022-11-30,01:00,178,15.0,4.7,10.8,0.0,5.0
Luxembourg,2022-11-30,01:00,200,23.0,4.7,10.8,0.0,5.0
Esch,2022-12-01,01:00,218,24.0,4.6,18.0,0.0,5.0
Luxembourg,2022-12-01,01:00,244,21.0,4.6,18.0,0.0,5.0
Esch,2022-12-02,01:00,226,14.0,3.1,18.0,0.0,5.0
Luxembourg,2022-12-02,01:00,292,10.0,3.1,18.0,0.0,5.0
Esch,2022-12-06,01:00,150,16.0,1.0,10.8,0.0,5.0
Luxembourg,2022-12-06,01:00,136,12.0,1.0,10.8,0.0,5.0
Esch,2022-12-07,01:00,188,20.0,1.7,10.8,0.0,5.0
Luxembourg,2022-12-07,01:00,132,20.0,1.7,10.8,0.0,5.0
Esch,2022-12-08,01:00,204,14.0,2.2,10.8,0.0,5.0
Luxembourg,2022-12-08,01:00,200,8.0,2.2,10.8,0.0,5.0
Esch,2022-12-09,01:00,254,19.0,-0.4,7.2,0.0,5.0
Luxembourg,2022-12-09,01:00,314,22.0,-0.4,7.2,0.0,5.0
Esch,2022-12-10,01:00,610,30.0,0.0,18.0,0.0,5.0
Luxembourg,2022-12-10,01:00,628,19.0,0.0,18.0,0.0,5.0
Esch,2022-12-11,01:00,708,24.0,-3.0,14.4,0.0,5.0
Luxembourg,2022-12-11,01:00,378,15.0,-3.0,14.4,0.0,5.0
Esch,2022-12-12,01:00,178,12.0,-3.2,7.2,0.0,5.0
Luxembourg,2022-12-12,01:00,112,10.0,-3.2,7.2,0.0,5.0
Esch,2022-12-13,01:00,180,17.0,-6.0,18.0,0.0,1.0
Luxembourg,2022-12-13,01:00,118,27.0,-6.0,18.0,0.0,1.0
Esch,2022-12-14,01:00,232,21.0,-5.0,10.8,0.0,5.0
Luxembourg,2022-12-14,01:00,194,26.0,-5.0,10.8,0.0,5.0
Esch,2022-12-15,01:00,198,32.0,-4.7,7.2,0.0,5.0
Luxembourg,2022-12-15,01:00,244,30.0,-4.7,7.2,0.0,5.0
Esch,2022-12-16,01:00,308,29.0,-4.3,25.0,0.0,1.0
Luxembourg,2022-12-16,01:00,370,15.0,-4.3,25.0,0.0,1.0
Esch,2022-12-17,01:00,576,40.0,-6.0,7.2,0.0,1.0
Luxembourg,2022-12-17,01:00,614,30.0,-6.0,7.2,0.0,1.0
Esch,2022-12-18,01:00,708,61.0,-8.0,14.4,0.0,5.0
Luxembourg,2022-12-18,01:00,436,34.0,-8.0,14.4,0.0,5.0
Esch,2022-12-19,01:00,164,35.0,-1.7,7.2,0.0,7.0
Luxembourg,2022-12-19,01:00,122,33.0,-1.7,7.2,0.0,7.0
Esch,2022-12-20,01:00,180,6.0,8.0,10.8,0.0,5.0
Luxembourg,2022-12-20,01:00,150,16.0,8.0,10.8,0.0,5.0
Esch,2022-12-21,01:00,208,11.0,9.7,18.0,0.2,7.0
Luxembourg,2022-12-21,01:00,190,7.0,9.7,18.0,0.2,7.0
Esch,2022-12-22,01:00,228,5.0,9.1,21.6,3.3,7.0
Luxembourg,2022-12-22,01:00,234,4.0,9.1,21.6,3.3,7.0
Esch,2022-12-23,01:00,264,12.0,10.0,32.4,0.0,5.0
Luxembourg,2022-12-23,01:00,260,5.0,10.0,32.4,0.0,5.0
Esch,2022-12-24,01:00,458,11.0,9.0,25.2,0.0,5.0
Luxembourg,2022-12-24,01:00,372,5.0,9.0,25.2,0.0,5.0
Esch,2022-12-25,01:00,522,10.0,7.7,10.8,0.0,5.0
Luxembourg,2022-12-25,01:00,236,13.0,7.7,10.8,0.0,5.0
Esch,2022-12-26,01:00,368,7.0,10.0,10.8,0.0,5.0
Luxembourg,2022-12-26,01:00,170,4.0,10.0,10.8,0.0,5.0
Esch,2022-12-27,01:00,236,10.0,2.0,14.4,0.0,5.0
Luxembourg,2022-12-27,01:00,114,7.0,2.0,14.4,0.0,5.0
Esch,2022-12-28,01:00,290,6.0,2.5,10.8,0.0,5.0
Luxembourg,2022-12-28,01:00,170,14.0,2.5,10.8,0.0,5.0
Esch,2022-12-29,01:00,270,6.0,8.6,32.4,0.0,7.0
Luxembourg,2022-12-29,01:00,222,2.0,8.6,32.4,0.0,7.0
Esch,2022-12-30,01:00,308,9.0,4.1,18.0,0.0,1.0
Luxembourg,2022-12-30,01:00,220,11.0,4.1,18.0,0.0,1.0
Esch,2022-12-31,01:00,422,6.0,12.2,28.8,1.0,7.0
Luxembourg,2022-12-31,01:00,314,2.0,12.2,28.8,1.0,7.0
Esch,2021-01-04,01:00,40,12.0,-0.2,10.8,0.1,1.0
Luxembourg,2021-01-04,01:00,32,13.0,-0.2,10.8,0.1,1.0
Esch,2021-01-05,01:00,50,13.0,-0.2,14.4,0.0,1.0
Esch,2021-01-06,01:00,36,19.0,0.7,18.0,0.0,5.0
Luxembourg,2021-01-06,01:00,24,18.0,0.7,18.0,0.0,5.0
Esch,2021-01-07,01:00,68,11.0,0.1,10.8,0.0,5.0
Esch,2021-01-08,01:00,52,12.0,-0.2,18.0,0.1,7.0
Luxembourg,2021-01-08,01:00,30,8.0,-0.2,18.0,0.1,7.0
Esch,2021-01-09,01:00,50,23.0,0.5,14.4,0.0,5.0
Esch,2021-01-10,01:00,72,30.0,-0.7,10.8,0.0,7.0
Luxembourg,2021-01-10,01:00,30,17.0,-0.7,10.8,0.0,7.0
Esch,2021-01-11,01:00,44,21.0,-3.9,7.2,0.0,1.0
Esch,2021-01-12,01:00,40,8.0,0.5,18.0,0.0,5.0
Luxembourg,2021-01-12,01:00,22,11.0,0.5,18.0,0.0,5.0
Esch,2021-01-13,01:00,52,12.0,-0.7,14.4,0.0,1.0
Esch,2021-01-14,01:00,40,25.0,1.2,14.4,0.2,7.0
Luxembourg,2021-01-14,01:00,24,11.0,1.2,14.4,0.2,7.0
Esch,2021-01-15,01:00,58,16.0,-1.5,28.8,0.2,7.0
Esch,2021-01-16,01:00,70,22.0,-3.2,14.4,0.0,1.0
Luxembourg,2021-01-16,01:00,50,36.0,-3.2,14.4,0.0,1.0
Esch,2021-01-18,01:00,36,14.0,0.7,18.0,0.0,1.0
Luxembourg,2021-01-18,01:00,36,18.0,0.7,18.0,0.0,1.0
Esch,2021-01-19,01:00,42,5.0,1.2,18.0,0.0,5.0
Esch,2021-01-20,01:00,56,17.0,0.0,14.4,0.0,1.0
Luxembourg,2021-01-20,01:00,22,23.0,0.0,14.4,0.0,1.0
Esch,2021-01-21,01:00,44,3.0,8.9,32.4,0.0,5.0
Esch,2021-01-28,01:00,48,10.0,1.6,7.2,0.0,7.0
Luxembourg,2021-01-28,01:00,20,21.0,1.6,7.2,0.0,7.0
Esch,2021-01-29,01:00,46,5.0,8.1,14.4,0.4,7.0
Esch,2021-01-30,01:00,84,6.0,5.6,25.2,0.0,5.0
Luxembourg,2021-01-30,01:00,46,7.0,5.6,25.2,0.0,5.0
Esch,2021-02-02,01:00,54,15.0,3.2,21.6,0.0,5.0
Esch,2021-02-03,01:00,54,5.0,9.2,21.6,0.0,5.0
Luxembourg,2021-02-03,01:00,28,6.0,9.2,21.6,0.0,5.0
Esch,2021-02-04,01:00,58,7.0,6.2,28.8,0.0,1.0
Esch,2021-02-05,01:00,50,14.0,5.0,10.8,0.0,5.0
Luxembourg,2021-02-05,01:00,30,14.0,5.0,10.8,0.0,5.0
Esch,2021-02-06,01:00,50,13.0,6.0,10.8,0.6,7.0
Esch,2021-02-07,01:00,72,19.0,4.6,10.8,1.0,7.0
Luxembourg,2021-02-07,01:00,30,18.0,4.6,10.8,1.0,7.0
Esch,2021-02-08,01:00,30,7.0,-0.4,14.4,0.4,5.0
Esch,2021-02-09,01:00,62,19.0,-3.4,14.4,0.0,5.0
Luxembourg,2021-02-09,01:00,30,19.0,-3.4,14.4,0.0,5.0
Esch,2021-02-20,01:00,76,3.0,7.9,11.0,0.0,5.0
Esch,2021-02-21,01:00,84,12.0,7.1,10.8,0.0,1.0
Luxembourg,2021-02-21,01:00,64,7.0,7.1,10.8,0.0,1.0
Esch,2021-02-22,01:00,42,21.0,10.0,10.8,0.0,1.0
Esch,2021-02-23,01:00,46,39.0,9.7,10.8,0.0,5.0
Luxembourg,2021-02-23,01:00,22,31.0,9.7,10.8,0.0,5.0
Esch,2021-02-24,01:00,48,7.0,10.0,7.2,0.0,1.0
Esch,2021-02-25,01:00,52,25.0,8.5,10.8,0.0,1.0
Luxembourg,2021-02-25,01:00,30,23.0,8.5,10.8,0.0,1.0
Esch,2021-02-27,01:00,56,27.714285714285715,3.5,18.0,0.0,1.0
Luxembourg,2021-02-27,01:00,48,18.0,3.5,18.0,0.0,1.0
Esch,2021-02-28,01:00,60,7.0,3.5,25.2,0.0,5.0
Esch,2021-03-02,01:00,52,12.0,5.5,18.0,0.0,1.0
Esch,2021-03-03,01:00,64,37.0,7.5,7.2,0.0,1.0
Luxembourg,2021-03-03,01:00,26,33.0,7.5,7.2,0.0,1.0
Esch,2021-03-05,01:00,60,7.0,3.0,14.4,0.0,1.0
Luxembourg,2021-03-05,01:00,34,5.0,3.0,14.4,0.0,1.0
Esch,2021-03-06,01:00,86,11.0,-1.7,18.0,0.0,1.0
Esch,2021-03-07,01:00,74,14.0,-1.4,14.4,0.0,1.0
Luxembourg,2021-03-07,01:00,46,27.0,-1.4,14.4,0.0,1.0
Esch,2021-03-08,01:00,42,20.0,-0.5,18.0,0.0,1.0
Esch,2021-03-10,01:00,44,11.0,1.8,10.8,0.0,5.0
Esch,2021-03-11,01:00,76,2.0,6.2,28.8,0.4,5.0
Luxembourg,2021-03-11,01:00,30,4.0,6.2,28.8,0.4,5.0
Esch,2021-03-12,01:00,52,4.0,4.2,28.8,0.3,5.0
Esch,2021-03-13,01:00,52,3.0,5.0,28.8,0.6,5.0
Luxembourg,2021-03-13,01:00,36,3.0,5.0,28.8,0.6,5.0
Esch,2021-03-14,01:00,74,15.0,2.7,25.2,0.3,5.0
Esch,2021-03-15,01:00,52,4.0,3.7,21.6,0.3,5.0
Luxembourg,2021-03-15,01:00,24,5.0,3.7,21.6,0.3,5.0
Esch,2021-03-16,01:00,62,16.0,3.2,14.4,0.0,5.0
Esch,2021-03-17,01:00,58,7.0,2.0,10.8,0.3,7.0
Luxembourg,2021-03-17,01:00,36,8.0,2.0,10.8,0.3,7.0
Esch,2021-03-18,01:00,40,9.0,1.6,18.0,0.0,5.0
Esch,2021-03-19,01:00,50,8.0,1.0,10.8,0.6,7.0
Luxembourg,2021-03-19,01:00,78,9.0,1.0,10.8,0.6,7.0
Esch,2021-03-20,01:00,64,15.0,0.7,14.4,0.0,1.0
Esch,2021-03-21,01:00,72,12.0,3.6,7.2,0.0,5.0
Luxembourg,2021-03-21,01:00,48,23.0,3.6,7.2,0.0,5.0
Esch,2021-03-22,01:00,54,5.0,2.5,21.6,0.0,1.0
Esch,2021-03-23,01:00,78,9.0,4.0,7.2,0.0,5.0
Luxembourg,2021-03-23,01:00,20,9.0,4.0,7.2,0.0,5.0
Esch,2021-03-25,01:00,48,9.0,6.7,3.6,0.0,1.0
Luxembourg,2021-03-25,01:00,32,34.0,6.7,3.6,0.0,1.0
Esch,2021-03-26,01:00,52,9.0,6.5,10.8,0.0,5.0
Esch,2021-04-01,01:00,64,16.0,15.0,10.8,0.0,1.0
Esch,2021-04-02,01:00,60,10.0,10.0,28.8,0.0,1.0
Luxembourg,2021-04-02,01:00,24,10.0,10.0,28.8,0.0,1.0
Esch,2021-04-03,01:00,90,4.0,4.5,28.8,0.0,1.0
Esch,2021-04-04,01:00,108,8.0,4.0,18.0,0.0,1.0
Luxembourg,2021-04-04,01:00,56,9.0,4.0,18.0,0.0,1.0
Esch,2021-04-05,01:00,40,12.0,3.7,10.8,0.0,1.0
Esch,2021-04-06,01:00,50,6.0,-2.0,14.4,0.0,1.0
Luxembourg,2021-04-06,01:00,28,5.0,-2.0,14.4,0.0,1.0
Esch,2021-04-07,01:00,56,10.0,-0.7,14.4,0.0,5.0
Esch,2021-04-08,01:00,58,27.0,0.5,10.8,0.0,5.0
Luxembourg,2021-04-08,01:00,50,11.0,0.5,10.8,0.0,5.0
Esch,2021-04-09,01:00,70,12.0,3.5,7.2,0.0,1.0
Esch,2021-04-10,01:00,94,7.0,8.0,3.6,1.2,7.0
Luxembourg,2021-04-10,01:00,58,11.0,8.0,3.6,1.2,7.0
Esch,2021-04-11,01:00,80,3.0,8.2,14.4,0.6,7.0
Esch,2021-04-12,01:00,38,12.0,1.7,10.8,0.0,5.0
Luxembourg,2021-04-12,01:00,22,9.0,1.7,10.8,0.0,5.0
Esch,2021-04-13,01:00,76,12.0,1.7,10.8,0.0,5.0
Esch,2021-04-14,01:00,58,14.0,2.1,14.4,0.0,1.0
Luxembourg,2021-04-14,01:00,26,19.0,2.1,14.4,0.0,1.0
Esch,2021-04-15,01:00,64,21.0,0.7,18.0,0.0,1.0
Esch,2021-04-16,01:00,76,15.0,2.5,14.4,0.0,1.0
Luxembourg,2021-04-16,01:00,36,11.0,2.5,14.4,0.0,1.0
Esch,2021-04-17,01:00,68,16.0,4.5,7.2,0.0,5.0
Esch,2021-04-18,01:00,78,11.0,6.2,14.4,0.0,5.0
Esch,2021-04-19,01:00,46,11.0,8.0,3.6,0.0,5.0
Esch,2021-04-20,01:00,76,13.0,7.5,10.8,0.0,5.0
Luxembourg,2021-04-20,01:00,24,8.0,7.5,10.8,0.0,5.0
Esch,2021-04-22,01:00,66,12.0,8.2,25.2,0.0,1.0
Luxembourg,2021-04-22,01:00,28,4.0,8.2,25.2,0.0,1.0
Esch,2021-04-23,01:00,50,10.0,5.6,18.0,0.0,1.0
Esch,2021-04-24,01:00,86,17.0,7.0,21.6,0.0,1.0
Luxembourg,2021-04-24,01:00,34,19.0,7.0,21.6,0.0,1.0
Esch,2021-04-25,01:00,84,9.0,7.1,28.8,0.0,1.0
Esch,2021-04-26,01:00,48,6.0,5.2,25.2,0.0,1.0
Luxembourg,2021-04-26,01:00,30,6.0,5.2,25.2,0.0,1.0
Esch,2021-04-27,01:00,60,8.0,6.1,14.4,0.0,1.0
Esch,2021-04-28,01:00,44,10.0,8.0,14.4,0.0,1.0
Luxembourg,2021-04-28,01:00,22,12.0,8.0,14.4,0.0,1.0
Esch,2021-04-29,01:00,60,5.0,9.6,14.4,0.0,7.0
Esch,2021-04-30,01:00,54,11.0,4.0,10.8,0.0,1.0
Luxembourg,2021-04-30,01:00,30,13.0,4.0,10.8,0.0,1.0
Esch,2021-05-02,01:00,66,13.0,7.6,14.4,0.0,5.0
Luxembourg,2021-05-02,01:00,66,8.0,7.6,14.4,0.0,5.0
Esch,2021-05-03,01:00,44,8.0,3.5,10.8,0.0,1.0
Esch,2021-05-05,01:00,48,5.0,5.7,14.4,0.0,1.0
Esch,2021-05-06,01:00,48,5.0,4.5,10.8,0.0,5.0
Luxembourg,2021-05-06,01:00,40,9.0,4.5,10.8,0.0,5.0
Esch,2021-05-07,01:00,70,8.0,4.6,14.4,0.0,5.0
Esch,2021-05-08,01:00,84,12.0,5.0,7.2,0.0,1.0
Luxembourg,2021-05-08,01:00,46,18.0,5.0,7.2,0.0,1.0
Esch,2021-05-09,01:00,128,35.0,11.2,10.8,0.0,1.0
Esch,2021-05-10,01:00,64,3.0,18.2,14.4,0.0,5.0
Luxembourg,2021-05-10,01:00,30,6.0,18.2,14.4,0.0,5.0
Esch,2021-05-11,01:00,52,8.0,10.7,10.8,0.2,7.0
Esch,2021-05-12,01:00,70,6.0,9.2,21.6,0.0,5.0
Luxembourg,2021-05-12,01:00,32,7.0,9.2,21.6,0.0,5.0
Esch,2021-05-13,01:00,92,8.0,8.7,10.8,0.0,1.0
Esch,2021-05-14,01:00,30,6.0,7.0,7.2,0.0,1.0
Luxembourg,2021-05-14,01:00,34,19.0,7.0,7.2,0.0,1.0
Esch,2021-05-15,01:00,114,5.0,8.5,10.8,0.0,7.0
Esch,2021-05-17,01:00,68,3.0,7.2,10.8,1.1,5.0
Esch,2021-05-18,01:00,60,5.0,8.6,18.0,0.2,5.0
Luxembourg,2021-05-18,01:00,38,10.0,8.6,18.0,0.2,5.0
Esch,2021-05-19,01:00,86,5.0,7.7,3.6,0.0,5.0
Esch,2021-05-20,01:00,78,5.0,8.0,14.4,0.0,5.0
Luxembourg,2021-05-20,01:00,46,6.0,8.0,14.4,0.0,5.0
Esch,2021-05-22,01:00,242,5.0,7.6,18.0,1.0,1.0
Luxembourg,2021-05-22,01:00,112,7.0,7.6,18.0,1.0,1.0
Esch,2021-05-23,01:00,176,5.0,7.7,18.0,0.0,5.0
Esch,2021-05-24,01:00,138,2.0,9.0,10.8,0.0,1.0
Luxembourg,2021-05-24,01:00,70,7.0,9.0,10.8,0.0,1.0
Esch,2021-05-25,01:00,108,2.0,6.1,21.6,0.0,5.0
Esch,2021-05-26,01:00,84,5.0,7.1,14.4,0.2,7.0
Luxembourg,2021-05-26,01:00,46,7.0,7.1,14.4,0.2,7.0
Esch,2021-05-27,01:00,106,6.0,6.5,7.2,0.0,1.0
Esch,2021-05-29,01:00,182,7.0,11.2,7.2,0.0,5.0
Esch,2021-05-30,01:00,218,10.0,12.0,21.6,0.0,1.0
Luxembourg,2021-05-30,01:00,132,7.0,12.0,21.6,0.0,1.0
Esch,2021-05-31,01:00,80,7.0,11.5,14.4,0.0,1.0
Esch,2021-06-01,01:00,96,15.0,13.5,10.8,0.0,1.0
Luxembourg,2021-06-01,01:00,52,9.0,13.5,10.8,0.0,1.0
Esch,2021-06-02,01:00,88,11.0,15.4,14.4,0.0,1.0
Esch,2021-06-03,01:00,29,3.0,16.5,10.8,0.0,5.0
Luxembourg,2021-06-03,01:00,74,9.0,16.5,10.8,0.0,5.0
Esch,2021-06-04,01:00,31,8.0,18.0,3.6,0.0,5.0
Esch,2021-06-05,01:00,222,5.0,14.6,7.2,0.0,5.0
Luxembourg,2021-06-05,01:00,120,18.0,14.6,7.2,0.0,5.0
Esch,2021-06-08,01:00,110,9.0,15.7,10.8,0.0,5.0
Esch,2021-06-09,01:00,106,11.0,16.6,10.8,0.0,5.0
Luxembourg,2021-06-09,01:00,50,11.0,16.6,10.8,0.0,5.0
Esch,2021-06-11,01:00,164,10.0,20.2,14.4,0.0,1.0
Luxembourg,2021-06-11,01:00,90,11.0,20.2,14.4,0.0,1.0
Esch,2021-06-12,01:00,284,11.0,19.7,10.8,0.0,1.0
Esch,2021-06-13,01:00,410,14.0,15.5,14.4,0.0,1.0
Luxembourg,2021-06-13,01:00,280,11.0,15.5,14.4,0.0,1.0
Esch,2021-06-14,01:00,378,13.0,15.0,14.4,0.0,1.0
Esch,2021-06-15,01:00,282,10.0,20.2,10.8,0.0,1.0
Luxembourg,2021-06-15,01:00,122,12.0,20.2,10.8,0.0,1.0
Esch,2021-06-16,01:00,322,12.0,19.7,18.0,0.0,1.0
Esch,2021-06-19,01:00,848,10.0,21.5,14.4,0.0,1.0
Luxembourg,2021-06-19,01:00,436,10.0,21.5,14.4,0.0,1.0
Esch,2021-06-24,01:00,332,10.0,14.0,14.4,0.0,5.0
Esch,2021-06-25,01:00,292,14.0,14.6,10.8,0.0,5.0
Luxembourg,2021-06-25,01:00,158,8.0,14.6,10.8,0.0,5.0
Esch,2021-06-26,01:00,694,16.0,14.2,3.6,0.0,1.0
Esch,2021-06-27,01:00,390,30.0,17.1,14.4,0.0,1.0
Luxembourg,2021-06-27,01:00,448,16.0,17.1,14.4,0.0,1.0
Esch,2021-06-28,01:00,326,13.0,17.2,7.2,0.0,1.0
Esch,2021-06-30,01:00,286,6.0,13.0,10.8,0.0,1.0
Esch,2021-07-01,01:00,264,5.0,12.2,14.4,0.0,5.0
Luxembourg,2021-07-01,01:00,176,5.0,12.2,14.4,0.0,5.0
Esch,2021-07-02,01:00,326,13.0,12.6,10.8,0.0,5.0
Esch,2021-07-03,01:00,386,22.0,15.7,3.6,0.0,1.0
Luxembourg,2021-07-03,01:00,428,18.0,15.7,3.6,0.0,1.0
Esch,2021-07-04,01:00,968,14.0,18.5,10.8,0.0,5.0
Esch,2021-07-05,01:00,272,2.0,15.1,14.4,0.0,1.0
Luxembourg,2021-07-05,01:00,78,5.0,15.1,14.4,0.0,1.0
Esch,2021-07-06,01:00,282,21.0,15.5,10.8,0.0,5.0
Esch,2021-07-07,01:00,214,4.0,14.0,10.8,0.0,1.0
Luxembourg,2021-07-07,01:00,400,9.0,14.0,10.8,0.0,1.0
Esch,2021-07-08,01:00,350,7.0,16.7,10.8,0.0,1.0
Esch,2021-07-09,01:00,314,8.0,14.1,10.8,0.0,1.0
Luxembourg,2021-07-09,01:00,246,14.0,14.1,10.8,0.0,1.0
Esch,2021-07-10,01:00,678,11.0,15.7,3.6,0.0,5.0
Esch,2021-07-11,01:00,682,8.0,13.7,10.8,0.7,5.0
Luxembourg,2021-07-11,01:00,442,7.0,13.7,10.8,0.7,5.0
Esch,2021-07-12,01:00,38,22.0,15.5,14.4,0.0,1.0
Esch,2021-07-13,01:00,278,6.0,16.7,10.8,1.3,5.0
Luxembourg,2021-07-13,01:00,150,11.0,16.7,10.8,1.3,5.0
Esch,2021-07-14,01:00,332,11.0,14.5,14.4,0.0,5.0
Esch,2021-07-15,01:00,330,13.0,14.6,7.2,3.0,7.0
Luxembourg,2021-07-15,01:00,242,12.0,14.6,7.2,3.0,7.0
Esch,2021-07-16,01:00,378,9.0,16.2,18.0,0.0,5.0
Esch,2021-07-17,01:00,692,12.0,15.5,18.0,0.0,5.0
Luxembourg,2021-07-17,01:00,374,7.0,15.5,18.0,0.0,5.0
Esch,2021-07-18,01:00,878,20.0,18.7,21.6,0.0,1.0
Esch,2021-07-19,01:00,374,9.0,19.2,21.6,0.0,1.0
Luxembourg,2021-07-19,01:00,172,9.0,19.2,21.6,0.0,1.0
Esch,2021-07-20,01:00,290,11.0,15.6,10.8,0.0,1.0
Esch,2021-07-21,01:00,288,10.0,14.5,14.4,0.0,1.0
Luxembourg,2021-07-21,01:00,196,11.0,14.5,14.4,0.0,1.0
Esch,2021-07-22,01:00,326,13.0,17.5,18.0,0.0,1.0
Esch,2021-07-23,01:00,356,34.0,17.7,10.8,0.0,1.0
Luxembourg,2021-07-23,01:00,240,14.0,17.7,10.8,0.0,1.0
Esch,2021-07-24,01:00,700,20.0,17.7,14.4,0.0,1.0
Esch,2021-07-25,01:00,870,15.0,15.6,7.2,0.0,5.0
Luxembourg,2021-07-25,01:00,308,24.0,15.6,7.2,0.0,5.0
Esch,2021-07-26,01:00,276,5.0,15.5,10.8,0.0,1.0
Esch,2021-07-27,01:00,254,6.0,15.7,14.4,0.0,1.0
Luxembourg,2021-07-27,01:00,96,7.0,15.7,14.4,0.0,1.0
Esch,2021-07-29,01:00,334,4.0,15.7,18.0,0.0,5.0
Luxembourg,2021-07-29,01:00,210,5.0,15.7,18.0,0.0,5.0
Esch,2021-07-31,01:00,544,8.0,16.0,18.0,0.0,5.0
Luxembourg,2021-07-31,01:00,324,10.0,16.0,18.0,0.0,5.0
Esch,2021-08-02,01:00,276,4.0,12.5,10.8,0.0,5.0
Luxembourg,2021-08-02,01:00,152,10.0,12.5,10.8,0.0,5.0
Esch,2021-08-04,01:00,220,6.0,13.2,7.2,0.0,5.0
Luxembourg,2021-08-04,01:00,134,6.0,13.2,7.2,0.0,5.0
Esch,2021-08-06,01:00,286,1.0,15.0,14.4,0.0,5.0
Luxembourg,2021-08-06,01:00,200,5.0,15.0,14.4,0.0,5.0
Esch,2021-08-08,01:00,502,6.0,14.0,21.6,0.7,1.0
Luxembourg,2021-08-08,01:00,226,5.0,14.0,21.6,0.7,1.0
Esch,2021-08-12,01:00,280,8.0,16.0,7.2,0.0,1.0
Luxembourg,2021-08-12,01:00,190,11.0,16.0,7.2,0.0,1.0
Esch,2021-08-14,01:00,416,10.0,18.6,7.2,0.0,1.0
Luxembourg,2021-08-14,01:00,294,14.0,18.6,7.2,0.0,1.0
Esch,2021-08-16,01:00,274,12.0,19.7,14.4,0.0,1.0
Luxembourg,2021-08-16,01:00,100,4.0,19.7,14.4,0.0,1.0
Esch,2021-08-18,01:00,212,5.0,12.7,18.0,0.0,7.0
Luxembourg,2021-08-18,01:00,110,4.0,12.7,18.0,0.0,7.0
Esch,2021-08-20,01:00,270,7.0,14.0,10.8,0.0,1.0
Esch,2021-08-22,01:00,538,9.0,17.7,14.4,1.0,1.0
Esch,2021-08-24,01:00,200,6.0,15.6,18.0,0.0,5.0
Luxembourg,2021-08-24,01:00,124,6.0,15.6,18.0,0.0,5.0
Esch,2021-08-26,01:00,320,12.0,15.0,14.4,0.0,1.0
Luxembourg,2021-08-26,01:00,160,10.0,15.0,14.4,0.0,1.0
Esch,2021-08-28,01:00,636,15.0,12.5,18.0,0.0,5.0
Luxembourg,2021-08-28,01:00,300,8.0,12.5,18.0,0.0,5.0
Esch,2021-08-30,01:00,226,12.0,13.7,10.8,0.0,5.0
Luxembourg,2021-08-30,01:00,116,7.0,13.7,10.8,0.0,5.0
Esch,2021-09-01,01:00,310,13.0,11.7,18.0,0.0,1.0
Luxembourg,2021-09-01,01:00,130,10.0,11.7,18.0,0.0,1.0
Esch,2021-09-03,01:00,306,11.0,13.6,18.0,0.0,1.0
Luxembourg,2021-09-03,01:00,180,7.0,13.6,18.0,0.0,1.0
Esch,2021-09-05,01:00,916,38.0,16.0,14.4,0.0,1.0
Luxembourg,2021-09-05,01:00,364,19.0,16.0,14.4,0.0,1.0
Esch,2021-09-07,01:00,284,10.0,18.0,18.0,0.0,1.0
Luxembourg,2021-09-07,01:00,122,16.0,18.0,18.0,0.0,1.0
Esch,2021-09-09,01:00,326,37.0,16.6,7.2,0.0,1.0
Luxembourg,2021-09-09,01:00,246,19.0,16.6,7.2,0.0,1.0
Esch,2021-09-11,01:00,612,8.0,16.1,10.8,0.0,5.0
Luxembourg,2021-09-11,01:00,390,8.0,16.1,10.8,0.0,5.0
Esch,2021-09-13,01:00,342,17.0,13.7,14.4,0.0,5.0
Luxembourg,2021-09-13,01:00,196,17.0,13.7,14.4,0.0,5.0
Esch,2021-09-15,01:00,238,6.0,17.5,7.2,0.0,5.0
Luxembourg,2021-09-15,01:00,124,11.0,17.5,7.2,0.0,5.0
Esch,2021-09-17,01:00,210,8.0,11.7,3.6,0.0,1.0
Luxembourg,2021-09-17,01:00,200,8.0,11.7,3.6,0.0,1.0
